Barrio_Localidad,CANTIDAD_HURTOS,Domingo,Jueves,Lunes,Martes,Miércoles,Sábado,Viernes,TP27_PERSO,TP9_1_USO,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,Num_Colegios,Num_Cai,Distancia_CAI
SAN ANTONIO-BOSA,31,2,5,4,6,6,6,2,4401.0,1311.0,3.0,71.0,40.0,0.0,5.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,700.9865914244153
SAN ANTONIO-SUBA,4,0,0,1,1,1,1,0,149.0,62.0,10.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.0563272381198
SAN BASILIO-ENGATIVÁ,25,1,6,1,5,0,4,8,3577.0,1121.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,751.9851422268657
SAN BENITO-TUNJUELITO,93,5,19,11,17,16,8,17,6642.0,1643.0,226.0,43.0,14.0,2.0,16.0,5.0,1.0,0.0,1.0,3.0,0.0,3.0,0.0,687.6139479532928
SAN BERNARDINO II-BOSA,8,2,2,0,2,1,0,1,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.4254694737278
SAN BERNARDINO POTRERITOS-BOSA,35,7,3,7,3,5,5,5,2105.0,543.0,2.0,13.0,3.0,1.0,0.0,18.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1232.2050056484754
SAN BERNARDINO XVIII-BOSA,26,1,7,3,6,3,2,4,3487.0,1027.0,27.0,55.0,23.0,0.0,2.0,152.0,5.0,0.0,0.0,36.0,0.0,0.0,0.0,927.1263636784988
SAN BERNARDINO-BOSA,128,12,13,23,22,21,20,17,7177.0,1936.0,19.0,101.0,27.0,0.0,1.0,19.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,1130.722421910892
SAN BERNARDO DEL VIENTO-SAN CRISTÓBAL,7,0,2,3,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.0248192524721
SAN BERNARDO-SANTA FE,419,67,57,51,68,55,50,71,8793.0,3586.0,43.0,209.0,111.0,0.0,2.0,3.0,1.0,0.0,0.0,43.0,0.0,2.0,0.0,547.4744494727527
SAN CARLOS NORTE-TUNJUELITO,2,1,0,0,0,0,0,1,1786.0,320.0,0.0,19.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,304.96942170803925
SAN CARLOS-KENNEDY,2,0,1,0,0,0,0,1,2912.0,838.0,15.0,33.0,37.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,98.12091376216189
SAN CARLOS-TUNJUELITO,152,15,31,18,19,25,23,21,14954.0,3688.0,27.0,76.0,25.0,1.0,8.0,5.0,2.0,0.0,0.0,4.0,0.0,8.0,1.0,96.1814839269433
SAN CAYETANO-ENGATIVÁ,23,3,6,5,3,2,1,3,1631.0,583.0,4.0,21.0,15.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,722.5055060316172
SAN CAYETANO-SUBA,41,5,7,5,6,7,5,6,6825.0,1422.0,1.0,28.0,11.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,579.9922200256503
SAN CAYETANO-USME,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,259.4751550639511
SAN CRISTOBAL ALTO-SAN CRISTÓBAL,162,17,21,27,17,27,28,25,1252.0,407.0,1.0,13.0,8.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1443.5538095067932
SAN CRISTOBAL NORTE-USAQUÉN,180,17,27,22,33,31,25,25,1046.0,337.0,7.0,103.0,75.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,370.0984617424248
SAN CRISTOBAL-SUBA,4,2,1,0,0,0,1,0,237.0,83.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,991.3137307452838
SAN DIEGO BOSA-BOSA,93,11,10,10,16,12,15,19,1793.0,552.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.2772779771298
SAN DIEGO LA PAZ IV SECTOR-BOSA,1,0,0,0,0,1,0,0,242.0,112.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.839536498255
SAN DIEGO-SANTA FE,550,58,82,75,75,79,78,103,2038.0,1015.0,3.0,47.0,362.0,3.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,204.30468955302774
SAN DIONISIO-SANTA FE,1,0,0,0,0,0,1,0,494.0,154.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0554104103252
SAN EUGENIO-BOSA,1,0,0,1,0,0,0,0,816.0,205.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,347.0391476449093
SAN EUSEBIO-PUENTE ARANDA,73,7,12,11,10,14,7,12,6241.0,1872.0,6.0,20.0,7.0,0.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,1.0,381.6830680607262
SAN FELIPE-BARRIOS UNIDOS,170,20,22,24,19,24,17,44,1437.0,705.0,15.0,128.0,272.0,0.0,2.0,3.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,509.1804443685537
SAN FELIPE-USME,10,2,2,0,1,0,2,3,1525.0,500.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1001.1592535124552
SAN FERNANDO OCCIDENTAL-BARRIOS UNIDOS,77,7,8,11,14,16,10,11,7641.0,2824.0,72.0,271.0,227.0,0.0,10.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,746.1509906517492
SAN FERNANDO-BARRIOS UNIDOS,157,9,24,19,31,25,25,24,5038.0,1708.0,161.0,120.0,195.0,0.0,6.0,6.0,1.0,0.0,0.0,2.0,1.0,4.0,0.0,242.50330257473476
SAN FRANCISCO NORTE-SUBA,8,0,2,3,2,1,0,0,1011.0,335.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1425.135902666739
SAN FRANCISCO PARTE ALTA-SUBA,1,0,0,0,0,0,1,0,494.0,163.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.230163488937
SAN GABRIEL-PUENTE ARANDA,17,0,3,1,2,1,3,7,4756.0,1466.0,38.0,84.0,37.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,314.7144486470637
SAN IGNACIO-ENGATIVÁ,97,11,13,10,15,15,12,21,2159.0,926.0,19.0,29.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,704.62168767891
SAN ISIDRO SECTOR CERRITO I-CIUDAD BOLÍVAR,1,0,0,0,1,0,0,0,1024.0,305.0,1.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,522.2733126877681
SAN ISIDRO SECTOR CERRITO II-CIUDAD BOLÍVAR,1,0,0,0,1,0,0,0,510.0,141.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.8892500136427
SAN ISIDRO SUR-SAN CRISTÓBAL,11,0,2,2,1,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.64207940556383
SAN ISIDRO SUR-USME,3,0,0,0,1,0,1,1,736.0,222.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1377.2279716828791
SAN ISIDRO-CHAPINERO,11,0,1,1,3,1,1,4,4361.0,1555.0,2.0,24.0,5.0,0.0,4.0,59.0,8.0,0.0,0.0,16.0,3.0,1.0,0.0,1180.886058312094
SAN ISIDRO-CIUDAD BOLÍVAR,6,1,2,0,1,1,1,0,263.0,62.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.8354545304555
SAN ISIDRO-SAN CRISTÓBAL,37,2,3,5,9,5,8,5,2894.0,1098.0,6.0,72.0,52.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,614.4018340498704
SAN JACINTO-SAN CRISTÓBAL,3,2,1,0,0,0,0,0,1081.0,244.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.9761110248631
SAN JAVIER-BOSA,2,0,1,0,0,0,0,1,640.0,158.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,434.1292108519531
SAN JERONIMO DEL YUSTE-SAN CRISTÓBAL,5,0,1,0,1,0,1,2,918.0,343.0,0.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1393.6510596866108
SAN JOAQUIN NORTE-ENGATIVÁ,14,1,2,1,2,2,2,4,1905.0,549.0,1.0,43.0,60.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,946.1686088004355
SAN JOAQUIN-BOSA,7,0,3,1,1,0,0,2,2543.0,625.0,4.0,51.0,13.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,915.4294975511106
SAN JOAQUIN-ENGATIVÁ,34,6,6,3,1,6,3,9,2188.0,596.0,8.0,13.0,44.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1086.854102109384
SAN JORGE CENTRAL II SECTOR-ANTONIO NARIÑO,9,1,1,4,2,1,0,0,921.0,295.0,19.0,4.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,463.53363411096194
SAN JORGE CENTRAL-ANTONIO NARIÑO,35,3,6,8,3,5,5,5,2215.0,720.0,3.0,33.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,715.3780962123633
SAN JORGE CENTRAL-PUENTE ARANDA,6,1,0,1,2,0,2,0,2448.0,656.0,7.0,41.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,736.7580345148456
SAN JORGE-BOSA,4,0,1,1,0,0,2,0,856.0,213.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1062.7030708912578
SAN JORGE-SUBA,6,0,1,1,1,2,0,1,1017.0,542.0,2.0,13.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,765.3214523907116
SAN JOSE DE BARRANCAS-USAQUÉN,11,0,3,1,2,2,2,1,1001.0,383.0,0.0,19.0,8.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,685.6986642445833
SAN JOSE DE BAVARIA-SUBA,97,8,14,14,18,12,16,15,4627.0,1576.0,2.0,8.0,29.0,0.0,13.0,21.0,1.0,0.0,0.0,7.0,0.0,24.0,0.0,1046.7382716892428
SAN JOSE DE FONTIBON-FONTIBÓN,108,5,17,10,24,19,13,20,205.0,65.0,10.0,5.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.6918810690204
SAN JOSE DEL PRADO-SUBA,55,3,10,7,6,11,5,13,6832.0,2498.0,47.0,191.0,149.0,0.0,12.0,3.0,12.0,0.0,0.0,6.0,2.0,4.0,0.0,964.976878768215
SAN JOSE OBRERO-ENGATIVÁ,9,3,0,0,2,0,2,2,1858.0,627.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.8974882851312
SAN JOSE OCCIDENTAL-KENNEDY,3,0,0,1,1,1,0,0,238.0,61.0,5.0,31.0,26.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1034.821589720449
SAN JOSE ORIENTAL-SAN CRISTÓBAL,4,0,1,0,0,2,1,0,1958.0,602.0,0.0,30.0,6.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,714.114002406804
SAN JOSE SUR-RAFAEL URIBE,125,8,18,17,24,24,10,24,11027.0,4102.0,41.0,163.0,139.0,0.0,31.0,5.0,3.0,0.0,0.0,5.0,1.0,5.0,0.0,943.4314113348453
SAN JUAN BAUTISTA-USME,5,1,0,0,0,2,2,0,1032.0,341.0,0.0,15.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,726.5576101480176
SAN JUAN BOSCO-USAQUÉN,3,0,0,2,0,0,0,1,1767.0,536.0,1.0,22.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1181.696287943602
SAN JUAN DE CASTILLA-KENNEDY,1,0,0,0,0,1,0,0,738.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,451.8146595479812
SAN JUANITO-BOSA,1,0,1,0,0,0,0,0,143.0,40.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.752815122681
SAN LUIS ALTOS DEL CABO-CHAPINERO,25,4,2,3,0,3,5,8,5504.0,1817.0,0.0,50.0,5.0,0.0,5.0,68.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,840.6642889240832
SAN LUIS-CIUDAD BOLÍVAR,2,0,0,0,0,2,0,0,996.0,270.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.69532813969846
SAN LUIS-RAFAEL URIBE,30,2,3,4,4,1,6,10,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,501.14792145019226
SAN LUIS-TEUSAQUILLO,114,11,25,10,18,19,15,16,6279.0,2962.0,4.0,117.0,286.0,0.0,8.0,9.0,2.0,0.0,0.0,13.0,1.0,3.0,1.0,258.80360093875805
SAN LUIS-USME,5,2,0,0,1,2,0,0,1507.0,486.0,0.0,7.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.6400261521316
SAN MANUEL-SAN CRISTÓBAL,1,0,0,0,0,1,0,0,245.0,83.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,491.8892403824582
SAN MARCOS-ENGATIVÁ,67,7,12,12,5,5,9,17,398.0,166.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,603.5070607161844
SAN MARTIN DE LOBA-SAN CRISTÓBAL,22,3,8,4,2,4,0,1,10258.0,3041.0,4.0,71.0,34.0,0.0,10.0,23.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,902.8577426324135
SAN MARTIN DE PORRES-CHAPINERO,3,0,0,0,1,1,1,0,897.0,263.0,0.0,3.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.5342850562051
SAN MARTIN-BOSA,9,1,0,3,3,1,1,0,2671.0,676.0,1.0,28.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,508.90422225305275
SAN MARTIN-SANTA FE,71,5,12,14,6,15,9,10,890.0,365.0,0.0,36.0,85.0,0.0,4.0,8.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,636.6114507104138
SAN MIGUEL-BARRIOS UNIDOS,46,5,8,11,6,4,3,9,4726.0,2014.0,19.0,102.0,80.0,0.0,7.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,380.6786265752763
SAN MIGUEL-BOSA,1,0,0,1,0,0,0,0,1615.0,330.0,2.0,25.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1001.7250463338207
SAN MIGUEL-RAFAEL URIBE,1,1,0,0,0,0,0,0,366.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.26266957297727
SAN PABLO II SECTOR-BOSA,5,1,1,0,1,1,1,0,7696.0,2022.0,10.0,142.0,25.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,370.1662907467556
SAN PABLO JERICO-FONTIBÓN,35,3,10,4,5,5,6,2,126.0,45.0,64.0,31.0,30.0,0.0,1.0,1.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,1064.4896800480838
SAN PABLO-BOSA,65,9,3,15,8,15,6,9,212.0,64.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.5312732968205
SAN PABLO-FONTIBÓN,30,4,4,3,4,4,7,4,2617.0,938.0,5.0,26.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,813.6041405629217
SAN PABLO-USME,2,0,1,0,0,0,0,1,246.0,71.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.599404499629
SAN PEDRO DE TIBABUYES-SUBA,39,5,6,1,5,7,9,6,15517.0,5545.0,23.0,179.0,52.0,0.0,13.0,29.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,1380.4061100066624
SAN PEDRO-BOSA,19,3,3,3,0,3,3,4,4900.0,1118.0,18.0,29.0,9.0,0.0,1.0,9.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,740.8411441879683
SAN PEDRO-SAN CRISTÓBAL,23,1,6,4,2,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.6010470637852
SAN RAFAEL INDUSTRIAL-PUENTE ARANDA,57,7,8,4,13,11,7,7,266.0,58.0,62.0,17.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.559683864227
SAN RAFAEL SUR ORIENTAL-SAN CRISTÓBAL,6,0,1,1,2,1,0,1,1952.0,626.0,8.0,14.0,8.0,3.0,4.0,54.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,420.26785835103584
SAN RAFAEL SUR-CIUDAD BOLÍVAR,12,2,1,0,2,3,3,1,296.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.8790927721187
SAN VICENTE FERRER-TUNJUELITO,131,14,11,12,22,35,21,16,17436.0,5539.0,26.0,178.0,94.0,0.0,11.0,2.0,0.0,0.0,1.0,10.0,1.0,3.0,0.0,963.1763751868511
SAN VICENTE-SAN CRISTÓBAL,45,5,6,8,3,9,8,6,2997.0,1064.0,2.0,57.0,1.0,0.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,653.3952366016151
SAN VICTORINO-LOS MÁRTIRES,496,48,60,54,75,70,125,64,1540.0,704.0,8.0,74.0,20.0,0.0,3.0,4.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,571.7600224623513
SANTA ANA OCCIDENTAL-USAQUÉN,36,3,6,6,4,8,5,4,4446.0,1895.0,2.0,177.0,37.0,1.0,2.0,0.0,8.0,2.0,0.0,5.0,0.0,1.0,0.0,753.8393299908752
SANTA ANA ORIENTAL-USAQUÉN,11,0,4,1,1,3,1,1,2609.0,1035.0,2.0,7.0,11.0,0.0,4.0,3.0,3.0,0.0,1.0,13.0,2.0,1.0,0.0,746.9957687340745
SANTA ANA SUR-SAN CRISTÓBAL,15,1,2,1,4,4,1,2,2730.0,842.0,4.0,39.0,25.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,894.752745096911
SANTA ANA-SAN CRISTÓBAL,31,2,5,1,4,9,7,3,94.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1231.7586874433941
SANTA ANA-SUBA,23,2,4,3,1,6,3,4,1712.0,590.0,4.0,16.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.6135709500995
SANTA BARBARA CENTRAL IV SECTOR-USAQUÉN,7,0,2,2,1,0,0,2,3732.0,2049.0,0.0,4.0,35.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,754.7536791331135
SANTA BARBARA CITY HALL-USAQUÉN,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.8775792905698
SANTA BARBARA II SECTOR-SUBA,2,0,1,0,0,0,0,1,232.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.8865954116108
SANTA BARBARA NORTE-USAQUÉN,78,6,11,11,17,11,9,13,2733.0,1240.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.1685074045176
SANTA BARBARA TIBABUYES-SUBA,2,0,1,0,1,0,0,0,3372.0,1029.0,8.0,49.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,831.4653851606147
SANTA BARBARA-CANDELARIA,28,1,4,6,4,7,3,3,2923.0,1580.0,2.0,61.0,28.0,0.0,3.0,5.0,1.0,0.0,0.0,6.0,0.0,5.0,0.0,485.2185934327285
SANTA BIBIANA-USAQUÉN,188,10,32,32,24,25,25,40,10408.0,5355.0,1.0,38.0,105.0,0.0,9.0,1.0,5.0,0.0,0.0,9.0,1.0,2.0,0.0,782.1216889017576
SANTA CATALINA-KENNEDY,30,3,4,5,6,2,5,5,2945.0,906.0,3.0,21.0,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,279.6812521132171
SANTA CATALINA-SUBA,27,1,8,2,3,6,6,1,658.0,284.0,0.0,15.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0982173840431
SANTA CECILIA I-SUBA,36,1,6,7,3,5,11,3,5901.0,1865.0,4.0,35.0,8.0,0.0,2.0,25.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2401.7065858923947
SANTA CECILIA NORTE PARTE ALTA-USAQUÉN,3,0,0,0,1,0,1,1,6983.0,1937.0,1.0,30.0,12.0,0.0,3.0,19.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,908.3067480840069
SANTA CECILIA PARTE BAJA-USAQUÉN,4,0,1,0,0,1,0,2,1013.0,330.0,1.0,5.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,203.52237235568276
SANTA CECILIA-ENGATIVÁ,49,2,8,5,10,11,5,8,5562.0,2113.0,1.0,52.0,40.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,605.6802677006469
SANTA CECILIA-FONTIBÓN,87,15,21,10,5,12,14,10,1768.0,678.0,27.0,110.0,135.0,0.0,3.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1062.6079538987126
SANTA CLARA-TEUSAQUILLO,3,0,1,0,0,1,1,0,2374.0,1049.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1302.0378160853857
SANTA FE-LOS MÁRTIRES,371,37,61,46,53,52,65,57,7756.0,3621.0,223.0,470.0,115.0,1.0,22.0,19.0,5.0,0.0,0.0,8.0,0.0,2.0,1.0,528.751189340155
SANTA FELISA-USAQUÉN,2,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.4551757350698
SANTA HELENA-CIUDAD BOLÍVAR,2,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.5769002501605
SANTA HELENA-SUBA,71,9,9,5,8,10,19,11,1249.0,441.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1117.2471130872102
SANTA HELENA-USME,2,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.516288761346
SANTA HELENITA-ENGATIVÁ,196,15,20,24,40,38,29,30,15113.0,5315.0,29.0,297.0,150.0,2.0,14.0,1.0,5.0,0.0,0.0,9.0,0.0,9.0,0.0,862.3914756053388
SANTA INES SUR-SAN CRISTÓBAL,21,4,4,1,3,2,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0423709344547
SANTA INES-BOSA,4,1,1,0,1,1,0,0,1775.0,553.0,8.0,39.0,33.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,687.6447382924713
SANTA INES-SANTA FE,333,46,36,34,44,44,83,46,354.0,487.0,1.0,352.0,16.0,0.0,2.0,0.0,5.0,0.0,0.0,15.0,1.0,0.0,0.0,273.4367614921715
SANTA ISABEL DEL RESTREPO-ANTONIO NARIÑO,45,10,8,6,6,4,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0340398216049
SANTA ISABEL OCCIDENTAL-PUENTE ARANDA,60,1,14,9,13,9,6,8,1670.0,591.0,1.0,45.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,542.9134072919376
SANTA ISABEL SUR-LOS MÁRTIRES,74,4,13,6,9,21,11,10,6625.0,2306.0,17.0,104.0,71.0,1.0,3.0,2.0,2.0,0.0,0.0,11.0,2.0,4.0,0.0,265.0644466051619
SANTA ISABEL-LOS MÁRTIRES,271,29,35,30,35,43,53,46,5557.0,1989.0,12.0,125.0,91.0,0.0,2.0,3.0,5.0,0.0,0.0,9.0,3.0,2.0,1.0,209.40143689221628
SANTA LIBRADA LA ESPERANZA-USME,4,0,1,1,1,1,0,0,198.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.9118465012358
